"Year","Month","DayofMonth","DayofWeek","Carrier","CRSDepTime","DepDel15","CRSArrTime","OriginState","DestState"
2013,4,28,7,"EV",1240,0,1601,"TX","FL"
2013,10,22,2,"US",1252,0,1354,"NC","VA"
2013,5,1,3,"MQ",2130,0,2300,"NY","NC"
2013,7,24,3,"DL",1300,0,1510,"FL","OH"
2013,4,20,6,"UA",1226,0,1655,"TX","NJ"
2013,10,8,2,"US",1817,1,2004,"NC","TX"
2013,5,21,2,"AA",1345,0,1535,"FL","TX"
2013,10,12,6,"US",2250,0,744,"HI","AZ"
2013,5,29,3,"YV",1803,0,1921,"NC","DC"
2013,4,4,4,"AA",1240,1,1605,"TX","NC"
2013,6,4,2,"FL",1550,0,1846,"WI","GA"
2013,7,23,2,"WN",1020,0,1410,"TX","PA"
2013,5,31,5,"US",1535,0,1557,"TX","AZ"
2013,4,30,2,"UA",906,0,1506,"CA","IL"
2013,10,13,7,"DL",950,0,1142,"MN","CA"
2013,9,8,7,"MQ",635,0,925,"PA","FL"
2013,8,28,3,"VX",800,0,1555,"CA","DC"
2013,4,25,4,"B6",1455,0,1719,"NY","LA"
2013,6,29,6,"VX",830,0,1030,"CA","WA"
2013,10,9,3,"US",1800,0,1927,"DC","NY"
2013,4,23,2,"AA",1350,1,1450,"FL","FL"
2013,10,10,4,"DL",725,0,858,"GA","VA"
2013,4,29,1,"WN",1955,1,2235,"TN","VA"
2013,8,11,7,"VX",1030,0,1345,"NJ","CA"
2013,4,4,4,"US",1130,0,1401,"OR","AZ"
2013,8,15,4,"WN",1500,0,2020,"AZ","IL"
2013,6,11,2,"AA",720,0,1000,"IL","CA"
2013,10,28,1,"OO",1322,1,1451,"UT","CO"
2013,6,2,7,"DL",1640,1,1925,"CA","UT"
2013,7,5,5,"UA",602,1,728,"NJ","IL"
2013,10,24,4,"US",2225,0,614,"CA","NC"
2013,9,5,4,"OO",1555,0,1844,"CO","TX"
2013,10,24,4,"AA",955,0,1715,"CA","OH"
2013,8,9,5,"AA",1105,0,1210,"TX","TX"
2013,7,23,2,"UA",1556,0,1848,"AZ","CO"
2013,5,17,5,"AA",1640,0,2010,"IL","NY"
2013,7,27,6,"WN",1455,1,1640,"FL","NM"
2013,10,16,3,"FL",1500,0,1645,"GA","FL"
2013,4,4,4,"AA",820,0,1105,"IL","DC"
2013,8,17,6,"AA",1615,0,40,"CA","NY"
2013,6,30,7,"DL",745,0,919,"DC","MI"
2013,5,27,1,"DL",1450,0,1603,"GA","FL"
2013,8,24,6,"WN",1705,0,1710,"KY","MO"
2013,6,11,2,"AA",700,0,930,"IL","TX"
2013,10,30,3,"UA",1926,1,2035,"LA","TX"
2013,9,13,5,"WN",635,0,750,"CO","CA"
2013,7,12,5,"OO",1405,1,1525,"AZ","CA"
2013,4,21,7,"DL",746,0,905,"FL","GA"
2013,5,20,1,"US",950,0,1151,"AZ","CA"
2013,7,28,7,"UA",951,0,1458,"CO","PA"
2013,4,30,2,"MQ",2105,0,2305,"NY","MI"
2013,7,25,4,"WN",1545,0,1705,"LA","TX"
2013,9,30,1,"US",1515,0,2152,"AZ","GA"
2013,8,30,5,"VX",1425,0,2229,"NV","NY"
2013,6,27,4,"UA",1741,1,2359,"CA","LA"
2013,7,19,5,"AA",2005,0,840,"HI","TX"
2013,7,30,2,"UA",658,0,1300,"CA","IL"
2013,6,5,3,"UA",1429,0,1531,"DC","IL"
2013,7,5,5,"YV",1145,0,1334,"NC","TX"
2013,8,2,5,"EV",1835,1,2150,"WI","NJ"
2013,5,28,2,"DL",1140,0,1335,"MN","CA"
2013,8,6,2,"9E",1054,0,1309,"IL","MI"
2013,7,26,5,"UA",2225,0,2359,"CA","NV"
2013,8,28,3,"US",645,0,908,"NY","AZ"
2013,10,24,4,"MQ",1210,1,1520,"TN","NY"
2013,6,16,7,"UA",558,0,1432,"CA","NJ"
2013,8,2,5,"WN",1245,0,1355,"CA","CA"
2013,10,13,7,"EV",1740,0,1931,"NJ","OH"
2013,9,15,7,"WN",1830,0,2125,"FL","PR"
2013,7,16,2,"B6",1700,0,2141,"TX","MA"
2013,6,27,4,"AA",1620,1,1745,"TX","TN"
2013,7,30,2,"FL",1020,0,1200,"FL","IL"
2013,9,5,4,"WN",1045,0,1210,"TN","IL"
2013,7,7,7,"UA",1842,1,2359,"CA","TX"
2013,8,4,7,"DL",2030,0,2157,"GA","FL"
2013,5,13,1,"US",1015,0,1134,"AZ","CA"
2013,9,11,3,"US",1500,0,1618,"NY","DC"
2013,4,1,1,"AA",600,0,1100,"CA","TX"
2013,7,21,7,"MQ",1150,0,1315,"FL","FL"
2013,6,2,7,"B6",1800,0,2015,"NC","MA"
2013,7,26,5,"YV",1455,0,1610,"NC","GA"
2013,5,20,1,"WN",810,0,935,"TN","LA"
2013,7,8,1,"DL",1400,0,1657,"IL","GA"
2013,7,6,6,"AA",1550,1,1705,"FL","FL"
2013,5,16,4,"UA",1004,1,1243,"IL","CA"
2013,10,7,1,"OO",928,0,1057,"IL","NE"
2013,7,3,3,"DL",1946,1,2116,"FL","GA"
2013,4,30,2,"EV",1541,0,1921,"TX","NC"
2013,5,20,1,"WN",755,0,935,"CA","CA"
2013,4,19,5,"WN",1715,0,1840,"CA","NV"
2013,8,16,5,"UA",1200,0,1409,"NJ","AZ"
2013,6,9,7,"US",1345,1,1718,"TX","NC"
2013,10,11,5,"EV",1613,1,1730,"NJ","DC"
2013,10,17,4,"US",1205,0,1408,"FL","DC"
2013,10,8,2,"WN",1315,0,1510,"LA","MO"
2013,5,16,4,"US",1759,1,1931,"NC","PA"
2013,5,13,1,"WN",1225,0,1350,"CA","CA"
2013,9,3,2,"UA",1249,0,1646,"UT","TX"
2013,10,13,7,"WN",920,0,1235,"CO","IL"
2013,5,30,4,"B6",745,0,1123,"MA","CA"
2013,9,12,4,"UA",948,0,1800,"CA","DC"
2013,9,22,7,"WN",1310,0,1355,"TX","NV"
2013,4,5,5,"US",510,0,648,"FL","NC"
2013,4,30,2,"WN",830,0,955,"OK","TX"
2013,5,3,5,"MQ",2005,1,2130,"IL","TN"
2013,9,24,2,"EV",1003,0,1110,"RI","NJ"
2013,4,27,6,"MQ",1225,0,1600,"NM","IL"
2013,7,29,1,"WN",2045,0,2130,"TX","CA"
2013,8,13,2,"OO",1600,1,1721,"CA","CA"
2013,8,15,4,"9E",1716,0,1844,"KY","MI"
2013,4,29,1,"EV",1739,0,1946,"TN","TX"
2013,7,13,6,"WN",1925,0,2000,"NM","NV"
2013,4,17,3,"MQ",1505,1,1730,"GA","NY"
2013,9,8,7,"US",1110,0,1844,"CA","NC"
2013,9,1,7,"US",953,0,1248,"IL","PA"
2013,4,22,1,"AA",1325,0,1510,"FL","MO"
2013,6,3,1,"AS",2035,0,2302,"WA","AK"
2013,10,24,4,"YV",2245,0,2324,"AZ","AZ"
2013,7,3,3,"US",1540,0,1648,"NY","PA"
2013,6,26,3,"WN",730,0,1305,"CA","MO"
2013,8,8,4,"DL",1347,1,1644,"NY","FL"
2013,4,12,5,"US",650,0,911,"MD","AZ"
2013,4,11,4,"OO",1653,0,1833,"OH","TX"
2013,8,10,6,"YV",1117,0,1333,"TN","NC"
2013,6,13,4,"WN",1250,1,1605,"CA","CO"
2013,4,2,2,"DL",715,0,831,"MN","WI"
2013,4,2,2,"DL",1115,0,1323,"GA","PA"
2013,4,8,1,"UA",1248,0,1510,"FL","IL"
2013,6,16,7,"DL",945,0,1625,"UT","MA"
2013,7,5,5,"AA",1410,0,1500,"TX","NV"
2013,9,16,1,"DL",1712,0,1847,"GA","VA"
2013,6,24,1,"EV",1624,1,1715,"KY","CO"
2013,6,14,5,"DL",1750,0,2019,"LA","GA"
2013,6,6,4,"WN",1620,0,2000,"WI","FL"
2013,4,28,7,"EV",2000,1,2105,"NC","DC"
2013,6,16,7,"WN",920,0,1225,"IL","NY"
2013,7,2,2,"AA",815,0,1330,"NV","TX"
2013,10,21,1,"DL",1415,0,1634,"PA","GA"
2013,6,24,1,"WN",915,1,1105,"MD","AZ"
2013,4,8,1,"UA",1620,0,1752,"CA","CA"
2013,6,16,7,"UA",1553,1,2358,"CA","DC"
2013,6,26,3,"F9",1500,0,1609,"CO","NM"
2013,9,6,5,"DL",1650,0,1740,"UT","OR"
2013,4,22,1,"B6",823,0,1145,"MA","CA"
2013,8,27,2,"DL",2306,0,2310,"GA","TN"
2013,6,5,3,"WN",1545,1,1650,"CA","NV"
2013,5,28,2,"EV",1409,0,1549,"NC","TX"
2013,9,5,4,"UA",1709,1,1817,"DC","IL"
2013,10,16,3,"WN",635,0,820,"TX","TN"
2013,5,29,3,"WN",1720,1,1920,"MA","MO"
2013,6,3,1,"FL",845,0,1036,"GA","FL"
2013,7,13,6,"WN",955,1,1510,"CO","DC"
2013,10,22,2,"9E",600,1,918,"WI","NY"
2013,4,6,6,"US",1510,0,2302,"AZ","MA"
2013,9,13,5,"OO",1435,0,1606,"CA","CA"
2013,7,19,5,"EV",1930,1,2049,"NY","DC"
2013,5,26,7,"EV",1318,1,1534,"IL","KY"
2013,5,31,5,"WN",700,0,735,"MI","TN"
2013,8,18,7,"WN",1425,0,1550,"NV","CA"
2013,7,14,7,"F9",1035,0,1400,"OR","CO"
2013,8,23,5,"WN",2100,1,10,"IL","MA"
2013,4,16,2,"9E",705,0,922,"RI","MI"
2013,6,20,4,"WN",2020,0,2125,"CA","NV"
2013,7,27,6,"DL",1236,1,1420,"VA","GA"
2013,5,10,5,"DL",2145,0,2320,"MN","NV"
2013,7,31,3,"AA",1045,0,1210,"GA","TX"
2013,4,14,7,"EV",758,0,927,"IL","NE"
2013,8,30,5,"UA",1046,0,1322,"FL","NJ"
2013,10,17,4,"F9",700,0,1235,"CO","NY"
2013,7,7,7,"9E",720,0,750,"OH","TN"
2013,8,10,6,"WN",1835,1,2125,"CO","MN"
2013,4,22,1,"DL",1715,1,2000,"FL","NY"
2013,9,2,1,"OO",1031,1,1226,"OR","CA"
2013,8,21,3,"MQ",1715,0,2010,"OH","FL"
2013,4,17,3,"UA",1836,0,2159,"NJ","CA"
2013,8,29,4,"UA",654,0,825,"CA","CA"
2013,8,4,7,"EV",804,1,1000,"TN","CO"
2013,5,17,5,"US",1825,0,2009,"NC","TX"
2013,10,1,2,"AA",1450,0,1715,"IL","TX"
2013,7,29,1,"US",1235,0,1352,"CA","AZ"
2013,7,21,7,"AA",1245,0,1615,"TX","FL"
2013,10,13,7,"DL",30,0,537,"WA","MN"
2013,9,10,2,"OO",1655,0,1806,"OK","CA"
2013,6,28,5,"DL",934,0,1206,"MO","GA"
2013,10,11,5,"UA",707,0,1028,"CA","CO"
2013,6,18,2,"OO",930,0,1143,"CA","OR"
2013,10,21,1,"DL",1639,1,1826,"VA","GA"
2013,6,7,5,"US",1505,0,1944,"AZ","TX"
2013,8,28,3,"EV",732,0,900,"OH","NC"
2013,9,25,3,"F9",1925,0,2252,"WA","CO"
2013,8,18,7,"EV",600,0,715,"NY","DC"
2013,8,27,2,"WN",2105,1,2305,"IL","MI"
2013,6,25,2,"WN",1235,0,1505,"TN","NC"
2013,6,26,3,"WN",2135,0,2335,"CA","WA"
2013,8,11,7,"DL",720,0,1445,"CA","MI"
2013,7,23,2,"AA",705,0,915,"TN","CA"
2013,10,7,1,"US",710,0,1024,"MO","NC"
2013,9,24,2,"9E",1017,0,1033,"MI","IL"
2013,7,17,3,"WN",1540,0,1745,"IL","OH"
2013,10,28,1,"US",1845,0,2112,"FL","DC"
2013,8,18,7,"B6",819,1,1103,"MA","NV"
2013,4,27,6,"AA",1625,0,1910,"IL","CA"
2013,4,12,5,"UA",610,0,1205,"OR","IL"
2013,7,2,2,"EV",1334,1,1559,"FL","NJ"
2013,8,26,1,"UA",1011,0,1345,"TX","FL"
2013,9,22,7,"OO",2153,0,2241,"UT","CA"
2013,7,13,6,"F9",1019,0,1440,"CO","IN"
2013,7,25,4,"UA",1945,0,2316,"CO","TX"
2013,6,23,7,"US",1910,0,2128,"MA","NC"
2013,5,26,7,"DL",1905,0,1929,"GA","TN"
2013,7,24,3,"HA",900,0,1210,"NV","HI"
2013,10,4,5,"WN",1400,0,1500,"TX","TX"
2013,6,2,7,"WN",805,0,1030,"TX","IL"
2013,4,1,1,"WN",1330,0,2100,"NV","MD"
2013,4,3,3,"UA",1606,0,1742,"CA","NV"
2013,6,15,6,"AA",1845,0,2140,"FL","NY"
2013,4,13,6,"F9",615,0,931,"CA","CO"
2013,5,23,4,"DL",2151,0,2306,"GA","MO"
2013,10,24,4,"EV",1500,0,1626,"FL","TX"
2013,5,23,4,"OO",1805,0,2019,"OR","CA"
2013,9,23,1,"VX",915,0,1045,"CA","CA"
2013,5,8,3,"AA",1905,0,2035,"TX","MO"
2013,9,30,1,"DL",720,0,856,"OH","GA"
2013,5,22,3,"WN",600,0,720,"CA","NV"
2013,9,30,1,"US",1640,0,1834,"AZ","CA"
2013,7,24,3,"WN",1320,1,1440,"CO","CA"
2013,7,26,5,"F9",1450,0,1759,"CO","WI"
2013,8,23,5,"B6",2100,0,525,"CA","MA"
2013,4,12,5,"OO",929,0,1033,"MN","CO"
2013,10,21,1,"UA",904,1,1056,"CO","CA"
2013,7,5,5,"US",1935,0,2159,"FL","PA"
2013,9,26,4,"VX",2010,0,2245,"WA","CA"
2013,5,6,1,"US",800,0,1023,"MA","NC"
2013,7,29,1,"DL",600,0,752,"NY","MI"
2013,8,1,4,"AA",2000,0,2210,"FL","IL"
2013,4,25,4,"WN",1625,1,1730,"AZ","CA"
2013,10,8,2,"FL",1330,0,1517,"GA","FL"
2013,6,15,6,"WN",840,0,1015,"MI","MD"
2013,5,29,3,"US",1220,1,1944,"AZ","DC"
2013,7,20,6,"VX",800,0,1050,"PA","CA"
2013,10,21,1,"DL",1815,0,2138,"NY","CA"
2013,5,1,3,"AA",1455,0,1805,"NY","TX"
2013,4,28,7,"WN",1510,0,1820,"TN","FL"
2013,9,23,1,"WN",600,0,740,"NY","MO"
2013,5,17,5,"B6",715,0,1019,"FL","MA"
2013,10,13,7,"UA",1220,0,1426,"OH","CA"
2013,6,5,3,"UA",806,0,1640,"CA","MA"
2013,8,29,4,"WN",1855,0,2225,"WA","CO"
2013,5,13,1,"FL",1229,0,1247,"GA","TN"
2013,5,23,4,"WN",2130,0,2245,"CO","CA"
2013,10,25,5,"EV",745,0,941,"TX","TN"
2013,4,1,1,"US",1559,0,1831,"PA","NV"
2013,10,9,3,"AA",1215,0,1420,"NC","TX"
2013,9,23,1,"UA",2045,0,2219,"CA","CA"
2013,5,22,3,"UA",1225,1,1454,"IL","CA"
2013,9,23,1,"MQ",1810,0,1955,"NY","OH"
2013,4,19,5,"F9",645,0,717,"NE","CO"
2013,6,15,6,"AA",1720,1,2000,"MD","FL"
2013,4,5,5,"9E",1015,0,1205,"FL","NC"
2013,10,1,2,"OO",1354,0,1521,"MO","IL"
2013,7,3,3,"UA",1611,1,15,"WA","NJ"
2013,9,27,5,"US",1005,1,1302,"PA","CA"
2013,8,31,6,"EV",1430,0,1634,"MA","NC"
2013,9,2,1,"FL",1618,0,1701,"GA","MO"
2013,10,21,1,"WN",815,0,935,"AZ","CA"
2013,5,4,6,"UA",1120,0,1416,"FL","NJ"
2013,9,25,3,"WN",1610,1,1720,"CA","CA"
2013,10,23,3,"UA",955,0,1218,"CO","NE"
2013,8,23,5,"AA",2250,0,2355,"FL","FL"
2013,8,25,7,"DL",1300,0,1946,"AZ","GA"
2013,6,16,7,"VX",1745,0,1915,"CA","CA"
2013,5,30,4,"WN",2120,1,2210,"MD","IL"
2013,9,26,4,"US",1400,0,1652,"IL","NC"
2013,10,15,2,"AA",1155,1,1435,"NM","TX"
2013,5,18,6,"OO",1451,0,1539,"WA","OR"
2013,9,16,1,"DL",1440,0,1642,"NY","MN"
2013,9,11,3,"WN",1540,0,1705,"LA","TN"
2013,5,11,6,"UA",1520,0,1802,"NJ","AZ"
2013,6,6,4,"EV",1451,0,1720,"NJ","GA"
2013,7,29,1,"OO",1530,0,1759,"OR","CA"
2013,6,4,2,"AA",2035,0,2305,"FL","DC"
2013,6,29,6,"UA",1745,0,1859,"CA","NV"
2013,8,9,5,"DL",700,0,1113,"MN","FL"
2013,5,13,1,"MQ",1625,0,1845,"IL","MI"
2013,8,26,1,"WN",1500,0,1830,"MO","FL"
2013,6,18,2,"US",1555,0,1812,"PA","NV"
2013,7,21,7,"OO",646,0,734,"CA","CA"
2013,5,18,6,"B6",948,0,1230,"FL","CT"
2013,10,11,5,"AA",1445,1,1735,"IL","NC"
2013,8,12,1,"AA",1615,0,1720,"TX","CO"
2013,7,4,4,"AA",1425,0,1835,"IL","HI"
2013,6,8,6,"UA",854,0,1024,"IL","CO"
2013,7,22,1,"WN",1700,0,1825,"CA","CA"
2013,4,1,1,"FL",740,0,931,"MD","GA"
2013,10,22,2,"WN",1315,0,1420,"NV","CA"
2013,10,16,3,"MQ",650,0,830,"TN","IL"
2013,4,8,1,"AA",1430,0,1555,"CA","CA"
2013,9,24,2,"OO",957,0,1317,"CA","CO"
2013,6,24,1,"MQ",1200,0,1345,"NY","OH"
2013,8,21,3,"WN",1640,1,1820,"TX","MO"
2013,5,7,2,"US",855,0,1527,"AZ","IN"
2013,9,2,1,"B6",1655,1,2004,"MA","CA"
2013,9,24,2,"DL",935,1,1132,"GA","CA"
2013,4,28,7,"FL",1325,0,1513,"GA","FL"
2013,4,5,5,"WN",750,0,920,"OR","CA"
2013,9,22,7,"US",1230,0,1415,"CA","AZ"
2013,10,17,4,"WN",2015,1,2145,"LA","TX"
2013,9,25,3,"AA",1500,0,1605,"TX","TX"
2013,9,15,7,"WN",705,0,1225,"CA","TX"
2013,7,20,6,"WN",955,0,1500,"AZ","MN"
2013,9,10,2,"WN",1935,0,2210,"CA","UT"
2013,7,16,2,"FL",1430,0,1718,"PA","FL"
2013,4,14,7,"EV",900,0,1253,"TX","MI"
2013,7,23,2,"AA",800,0,1125,"MA","FL"
2013,6,18,2,"YV",1810,0,1901,"NE","AZ"
2013,8,17,6,"DL",2315,0,623,"WA","OH"
2013,8,25,7,"US",2215,0,608,"CA","NC"
2013,7,28,7,"MQ",935,0,1055,"IL","MO"
2013,6,17,1,"AA",600,0,925,"TX","FL"
2013,6,7,5,"YV",840,0,1123,"IL","TX"
2013,8,13,2,"OO",2015,0,2116,"UT","CA"
2013,9,22,7,"AA",835,0,1310,"TX","MA"
2013,9,6,5,"DL",1925,0,2248,"NY","TX"
2013,7,14,7,"VX",1925,0,2135,"WA","CA"
2013,8,11,7,"B6",2128,1,21,"PR","FL"
2013,10,21,1,"F9",1905,0,2025,"OH","CO"
2013,9,21,6,"WN",1415,1,1530,"CA","NV"
2013,9,19,4,"AA",1710,1,2045,"IL","FL"
2013,9,23,1,"AA",715,0,1545,"HI","CA"
2013,6,14,5,"WN",1830,0,2020,"MD","AZ"
2013,4,25,4,"UA",854,1,1025,"OH","CO"
2013,10,8,2,"WN",1810,0,1925,"FL","TN"
2013,4,26,5,"AS",1930,1,2148,"TX","WA"
2013,7,13,6,"WN",650,0,825,"CA","CA"
2013,10,6,7,"UA",1043,0,1315,"IL","CA"
2013,5,16,4,"WN",1040,0,1340,"FL","CT"
2013,7,9,2,"US",1315,0,1440,"NC","MD"
2013,7,11,4,"UA",840,0,1143,"NJ","CA"
2013,8,4,7,"WN",1900,1,2225,"IL","FL"
2013,7,23,2,"DL",1315,0,1810,"CO","GA"
2013,5,12,7,"DL",1940,0,2252,"NY","FL"
2013,4,7,7,"VX",2015,0,2145,"CA","NV"
2013,8,27,2,"WN",1755,0,1925,"MI","MD"
2013,9,10,2,"US",2050,0,2158,"PA","RI"
2013,7,8,1,"WN",700,0,930,"PA","FL"
2013,7,27,6,"UA",1033,1,1526,"TX","NJ"
2013,7,14,7,"WN",1435,0,1600,"CA","CA"
2013,6,1,6,"OO",1020,0,1148,"CA","CA"
2013,6,6,4,"OO",955,0,1125,"CA","CA"
2013,6,30,7,"DL",1350,0,2058,"WA","MI"
2013,6,14,5,"WN",1005,0,1200,"TX","MO"
2013,10,23,3,"MQ",1215,0,1445,"IL","TX"
2013,5,4,6,"MQ",1330,0,1535,"NC","FL"
2013,8,27,2,"9E",750,0,1058,"LA","OH"
2013,4,30,2,"DL",1315,0,1805,"CO","GA"
2013,7,8,1,"WN",1010,0,1145,"MO","TX"
2013,7,25,4,"AA",30,0,835,"CA","FL"
2013,9,6,5,"OO",1930,0,2152,"CA","OR"
2013,10,24,4,"WN",710,0,800,"MO","CO"
2013,10,23,3,"DL",1426,0,1529,"MN","CO"
2013,4,1,1,"B6",2015,0,2133,"CA","CA"
2013,6,27,4,"FL",2215,1,2330,"GA","NV"
2013,6,7,5,"AA",2140,1,10,"FL","DC"
2013,4,29,1,"WN",1815,0,1840,"OH","IL"
2013,10,26,6,"UA",1415,0,1744,"TX","FL"
2013,5,31,5,"WN",1750,0,1900,"CT","MD"
2013,7,25,4,"DL",1100,0,1345,"MA","GA"
2013,4,2,2,"B6",1916,0,2123,"FL","DC"
2013,10,8,2,"US",1100,0,1215,"NY","MA"
2013,10,20,7,"9E",1130,0,1312,"OH","PA"
2013,8,4,7,"MQ",910,0,1105,"TN","IL"
2013,4,18,4,"UA",1005,1,1357,"IL","HI"
2013,8,23,5,"WN",2000,1,2110,"VA","MD"
2013,4,17,3,"WN",1830,0,1930,"TX","LA"
2013,6,27,4,"WN",615,0,730,"MD","RI"
2013,7,22,1,"AA",1250,0,1535,"DC","FL"
2013,7,17,3,"DL",1645,1,1830,"GA","VA"
2013,7,24,3,"AA",1505,0,2105,"CA","IL"
2013,6,21,5,"US",1440,0,1656,"MA","NC"
2013,10,17,4,"DL",915,0,1423,"WA","MN"
2013,5,15,3,"FL",815,0,1038,"NY","GA"
2013,7,8,1,"WN",2100,0,2215,"MO","IL"
2013,10,27,7,"AA",1040,0,1300,"IL","CA"
2013,8,15,4,"UA",927,1,1043,"TX","NV"
2013,4,30,2,"WN",615,0,815,"CA","WA"
2013,9,25,3,"DL",2012,0,2215,"MI","GA"
2013,8,21,3,"UA",625,1,929,"NJ","CA"
2013,7,7,7,"DL",800,0,949,"DC","GA"
2013,4,6,6,"MQ",2025,0,2150,"IL","CO"
2013,6,18,2,"9E",2005,0,2106,"MI","TN"
2013,5,14,2,"WN",845,0,1210,"MO","NY"
2013,7,21,7,"WN",1730,1,2025,"WI","MD"
2013,6,22,6,"B6",1950,0,42,"CA","TX"
2013,5,14,2,"DL",1910,0,2045,"GA","FL"
2013,8,18,7,"WN",1645,1,1755,"CA","CA"
2013,4,24,3,"US",1830,0,2002,"MA","PA"
2013,9,13,5,"US",1755,1,2053,"PA","WA"
2013,6,27,4,"US",2235,0,28,"AZ","CA"
2013,5,23,4,"UA",807,0,1105,"FL","NJ"
2013,6,29,6,"MQ",2015,1,2300,"FL","PA"
2013,6,5,3,"US",800,0,904,"NY","MA"
2013,9,27,5,"WN",1135,0,1405,"FL","NY"
2013,10,13,7,"OO",1625,0,1754,"CA","CA"
2013,6,19,3,"WN",805,0,910,"CA","CA"
2013,7,24,3,"EV",1230,1,1315,"MI","MO"
2013,7,22,1,"F9",933,0,1221,"NV","CO"
2013,7,13,6,"EV",1639,0,1917,"GA","NJ"
2013,7,6,6,"US",1705,0,1934,"FL","PA"
2013,6,26,3,"WN",1735,0,1825,"TX","TX"
2013,6,30,7,"FL",1105,0,1240,"FL","GA"
2013,5,18,6,"FL",1930,0,2110,"GA","PA"
2013,10,2,3,"EV",1501,0,1645,"NC","MN"
2013,6,16,7,"US",2015,0,2125,"AZ","NV"
2013,8,2,5,"US",1940,0,2157,"DC","FL"
2013,10,3,4,"EV",1446,1,1505,"OH","IL"
2013,5,20,1,"F9",804,0,924,"CO","CA"
2013,10,25,5,"AS",1845,0,2039,"CA","WA"
2013,7,31,3,"DL",1345,0,1614,"LA","GA"
2013,10,25,5,"US",615,0,1027,"TX","PA"
2013,4,28,7,"UA",1744,0,2159,"TX","DC"
2013,8,11,7,"DL",745,0,952,"FL","OH"
2013,5,14,2,"WN",1040,0,1740,"NV","OH"
2013,6,27,4,"MQ",2005,0,2110,"TX","TX"
2013,8,8,4,"DL",1642,1,1955,"TX","GA"
2013,10,15,2,"DL",1530,0,1822,"IL","GA"
2013,7,15,1,"VX",1655,0,1825,"NV","CA"
2013,10,21,1,"US",635,0,833,"NJ","NC"
2013,6,4,2,"WN",1415,0,1530,"CA","CA"
2013,7,24,3,"DL",900,0,1620,"CA","GA"
2013,5,5,7,"DL",840,0,1105,"GA","NY"
2013,4,19,5,"OO",1235,0,1728,"CO","GA"
2013,9,16,1,"UA",835,0,1126,"CA","HI"
2013,5,20,1,"US",625,0,748,"CA","AZ"
2013,5,10,5,"OO",1121,0,1232,"UT","CA"
2013,4,3,3,"B6",1312,0,1455,"FL","TX"
2013,7,23,2,"WN",1020,0,1255,"CO","MO"
2013,10,28,1,"WN",1930,0,2040,"CA","CA"
2013,9,6,5,"WN",1955,0,2200,"IL","KY"
2013,6,25,2,"US",1740,1,2032,"WA","AZ"
2013,10,24,4,"MQ",800,0,1055,"IL","VA"
2013,5,12,7,"B6",1835,0,1939,"NV","CA"
2013,6,17,1,"MQ",2025,1,2305,"FL","OH"
2013,9,28,6,"AA",700,0,930,"WI","TX"
2013,4,1,1,"UA",959,0,1548,"CO","FL"
2013,6,19,3,"MQ",1600,0,1735,"IL","CO"
2013,9,21,6,"WN",1645,0,1830,"MD","AZ"
2013,8,28,3,"AA",1125,0,1230,"TX","TX"
2013,9,4,3,"F9",1019,0,1440,"CO","IN"
2013,8,12,1,"OO",1441,0,1629,"CA","OR"
2013,5,20,1,"B6",2149,0,143,"PR","NY"
2013,8,25,7,"US",1505,0,1538,"TX","AZ"
2013,4,4,4,"EV",903,0,1033,"OH","TX"
2013,10,30,3,"9E",1920,0,2053,"NY","NY"
2013,6,28,5,"WN",1120,0,1715,"CO","MA"
2013,10,18,5,"WN",1055,0,1210,"CA","CA"
2013,5,14,2,"UA",1617,0,114,"CA","MA"
2013,4,5,5,"WN",1105,0,1240,"NY","IL"
2013,5,9,4,"FL",1425,0,1605,"GA","FL"
2013,5,15,3,"B6",1600,0,1737,"MA","DC"
2013,10,27,7,"UA",950,0,1523,"CO","FL"
2013,5,13,1,"WN",605,0,855,"CA","UT"
2013,8,10,6,"US",820,1,901,"TX","AZ"
2013,6,27,4,"F9",1017,0,1135,"UT","CO"
2013,10,6,7,"WN",1500,0,1750,"CT","FL"
2013,7,12,5,"EV",1915,0,2131,"NY","NC"
2013,4,24,3,"WN",2020,1,2125,"CA","NV"
2013,8,4,7,"UA",1221,0,1439,"DC","CA"
2013,4,2,2,"DL",2245,0,607,"CA","GA"
2013,7,31,3,"WN",1425,0,2020,"OR","IL"
2013,8,24,6,"9E",1700,1,1920,"NY","OH"
2013,5,3,5,"AA",950,0,1010,"TX","AZ"
2013,8,1,4,"DL",725,0,948,"GA","CT"
2013,7,21,7,"OO",737,0,820,"IL","WI"
2013,9,27,5,"UA",1025,0,1545,"CO","DC"
2013,5,12,7,"MQ",1220,0,1515,"IL","NC"
2013,5,13,1,"B6",1330,0,1452,"CA","CA"
2013,4,28,7,"WN",700,0,815,"TX","NV"
2013,4,17,3,"WN",1645,0,1750,"TX","TX"
2013,8,7,3,"WN",1710,1,1810,"MD","PA"
2013,4,12,5,"AA",1805,0,2050,"DC","FL"
2013,7,9,2,"UA",1323,0,1634,"NJ","CA"
2013,7,24,3,"WN",630,0,735,"NV","CA"
2013,10,9,3,"UA",1821,0,2023,"MA","OH"
2013,4,27,6,"US",2015,0,2137,"NC","PA"
2013,10,7,1,"UA",2216,1,2339,"CO","CA"
2013,8,7,3,"EV",1403,0,1440,"NY","IL"
2013,4,20,6,"UA",700,0,831,"CA","CA"
