order_date,cust_id,city,state,prodname,categoryname,price,quantity,total
2020-12-28,1399,Detroit,Michigan,Mapping with Drones,Training Videos,49,5,245
2020-12-28,1113,Lawrenceville,Georgia,SCARA Robots,eBooks,19.5,5,97.5
2020-12-28,1575,Washington,District of Columbia,DX-145 Drone,Drones,250,3,750
2020-12-28,2086,Atlanta,Georgia,Bsquare Robot Blueprint,Blueprints,8.99,6,53.94
2020-12-28,638,Albany,New York,BYOD-200,Drone Kits,58.95,6,353.70000000000005
2020-12-29,2120,North Port,Florida,SCARA Robots,eBooks,19.5,2,39
2020-12-29,746,Gulfport,Mississippi,Virtual Reality Basics,Training Videos,29.99,5,149.95
2020-12-29,1044,Baton Rouge,Louisiana,Sleepy Eye Blueprint,Blueprints,11.99,1,11.99
2020-12-30,1719,Shawnee Mission,Kansas,Cloud Computing,Training Videos,29.99,1,29.99
2020-12-30,473,Baltimore,Maryland,Cat Robot Blueprint,Blueprints,4.99,3,14.97
2020-12-30,628,Davenport,Iowa,Understanding Artificial Intelligence,eBooks,19.5,3,58.5
2020-12-31,1155,Melbourne,Florida,BYOR-3535,Robot Kits,225,4,900
2020-12-31,1433,Corpus Christi,Texas,MICR-564K Drone,Drones,499,3,1497
2020-12-31,1103,Idaho Falls,Idaho,SCARA Robots,eBooks,19.5,3,58.5
2020-12-31,269,Hartford,Connecticut,Delta Robots,eBooks,16.99,4,67.96
2020-12-31,1241,Lubbock,Texas,DTE-QFN20 Drone,Drones,250,2,500
2020-12-31,377,Jamaica,New York,GPS Drones,eBooks,19.99,4,79.96
2020-12-31,60,Lansing,Michigan,Creature Robot Arms Blueprint,Blueprints,12,4,48
2021-01-01,1887,Boston,Massachusetts,Delivery Drones,eBooks,14.99,4,59.96
2021-01-01,398,Irvine,California,Multi Rotor Drones,eBooks,24.95,5,124.75
2021-01-01,1395,Killeen,Texas,DC-304 Drone,Drones,395,2,790
2021-01-02,1715,Pasadena,California,GPS Drones,eBooks,19.99,2,39.98
2021-01-02,230,London,Kentucky,DTE-QFN20 Drone,Drones,250,4,1000
2021-01-02,1763,Tulsa,Oklahoma,BYOR-1500,Robot Kits,189,1,189
2021-01-02,2097,El Paso,Texas,Bsquare Robot Blueprint,Blueprints,8.99,3,26.97
2021-01-03,1420,Lawrenceville,Georgia,Drone Building Essentials,eBooks,13.99,3,41.97
2021-01-03,504,Yakima,Washington,BYOR-3000,Robot Kits,214,4,856
2021-01-03,141,Appleton,Wisconsin,AI for Educators,Training Videos,49.95,3,149.85000000000002
2021-01-03,113,Lawrenceville,Georgia,RWW-75 Robot,Robots,883,3,2649
2021-01-03,351,Boston,Massachusetts,Understanding 3D Printing,Training Videos,42.99,3,128.97
2021-01-03,1418,Kansas City,Missouri,BYOD-400,Drone Kits,119,4,476
2021-01-04,1210,Toledo,Ohio,Cartesian Robots,eBooks,12.99,3,38.97
2021-01-04,892,Toledo,Ohio,Articulated Robots,eBooks,23.99,1,23.99
2021-01-04,1808,Norfolk,Virginia,DX-145 Drone,Drones,250,2,500
2021-01-04,1696,Brooklyn,New York,Building Your First Robot,eBooks,24.95,5,124.75
2021-01-04,1387,Omaha,Nebraska,BYOD-500,Drone Kits,167,2,334
2021-01-04,1625,Indianapolis,Indiana,MICR-564K Drone,Drones,499,2,998
2021-01-04,1246,Jersey City,New Jersey,BYOD-350,Drone Kits,89.95,4,359.8
2021-01-04,1566,Albuquerque,New Mexico,Mapping with Drones,Training Videos,49,5,245
2021-01-04,1509,Sparks,Nevada,Helicopter Drones,eBooks,20.95,5,104.75
2021-01-05,252,Joliet,Illinois,Fixed Wing Drones,eBooks,15.5,3,46.5
2021-01-05,1902,Salt Lake City,Utah,Understanding Raspberry PI,Training Videos,28.99,3,86.97
2021-01-05,1752,Birmingham,Alabama,Aerial Security,Training Videos,36.99,2,73.98
2021-01-05,1601,Harrisburg,Pennsylvania,Spherical Robots,eBooks,16.75,3,50.25
2021-01-06,2061,Sterling,Virginia,Bsquare Robot Blueprint,Blueprints,8.99,2,17.98
2021-01-06,24,Reno,Nevada,Fixed Wing Drones,eBooks,15.5,4,62
2021-01-06,1910,Los Angeles,California,BYOD-400,Drone Kits,119,2,238
2021-01-07,1175,Jamaica,New York,Drone Video Techniques,Training Videos,37.99,2,75.98
2021-01-07,1638,Tucson,Arizona,Fixed Wing Drones,eBooks,15.5,3,46.5
2021-01-07,818,Olympia,Washington,BYOR-3000,Robot Kits,214,4,856
2021-01-08,719,Riverside,California,DTI-84 Drone,Drones,455,3,1365
2021-01-08,1559,Louisville,Kentucky,DTE-QFN20 Drone,Drones,250,5,1250
2021-01-09,1219,Beaufort,South Carolina,DTE-QFN20 Drone,Drones,250,4,1000
2021-01-09,1676,Boston,Massachusetts,Photograph Drones,eBooks,14.99,1,14.99
2021-01-09,232,Spokane,Washington,Multi Rotor Drones,eBooks,24.95,5,124.75
2021-01-09,1515,Phoenix,Arizona,DTI-84 Drone,Drones,455,4,1820
2021-01-10,1064,Tallahassee,Florida,DX-145 Drone,Drones,250,2,500
2021-01-11,1208,Fort Smith,Arkansas,MICR-23K Robot,Robots,899,6,5394
2021-01-11,820,Juneau,Alaska,GPS Drones,eBooks,19.99,4,79.96
2021-01-11,2021,Hot Springs National Park,Arkansas,BYOR-1000,Robot Kits,189,3,567
2021-01-11,1518,Springfield,Illinois,Photograph Drones,eBooks,14.99,4,59.96
2021-01-11,1315,San Diego,California,Fixed Wing Drones,eBooks,15.5,3,46.5
2021-01-11,762,Lancaster,California,Cloud Computing,Training Videos,29.99,3,89.97
2021-01-11,2094,Greeley,Colorado,DTD-7000 Drone,Drones,450,6,2700
2021-01-12,1037,Columbus,Ohio,Understanding 3D Printing,Training Videos,42.99,4,171.96
2021-01-12,1939,San Rafael,California,MICR-23K Robot,Robots,899,5,4495
2021-01-12,263,Houston,Texas,Mapping with Drones,Training Videos,49,4,196
2021-01-12,1796,Columbia,Missouri,RXW-9807 Robot,Robots,599,3,1797
2021-01-12,700,Washington,District of Columbia,BYOR-3535,Robot Kits,225,5,1125
2021-01-13,594,Tallahassee,Florida,Ladybug Robot Blueprint,Blueprints,12,5,60
2021-01-13,831,Montgomery,Alabama,Robotic Essentials,Training Videos,34.99,5,174.95000000000002
2021-01-13,411,Mobile,Alabama,Bsquare Robot Blueprint,Blueprints,8.99,3,26.97
2021-01-13,1534,Peoria,Illinois,Hexacopter Drone Blueprint,Blueprints,8.99,3,26.97
2021-01-13,322,Saint Petersburg,Florida,BYOR-4005,Robot Kits,245,5,1225
2021-01-13,1005,Lancaster,California,Fixed Wing Drones,eBooks,15.5,4,62
2021-01-13,291,Norfolk,Virginia,Delta Robots,eBooks,16.99,3,50.97
2021-01-13,2081,San Diego,California,Sleepy Eye Blueprint,Blueprints,11.99,5,59.95
2021-01-14,2108,Vero Beach,Florida,Photograph Drones,eBooks,14.99,6,89.94
2021-01-14,1606,Pasadena,California,Articulated Robots,eBooks,23.99,4,95.96
2021-01-14,1564,Buffalo,New York,All Eyes Drone Blueprint,Blueprints,9.99,2,19.98
2021-01-14,619,San Diego,California,All Eyes Drone Blueprint,Blueprints,9.99,2,19.98
2021-01-14,2058,Pittsburgh,Pennsylvania,DC-304 Drone,Drones,395,2,790
2021-01-15,923,Chicago,Illinois,All Eyes Drone Blueprint,Blueprints,9.99,1,9.99
2021-01-15,523,Lexington,Kentucky,AI for Educators,Training Videos,49.95,4,199.8
2021-01-15,1548,Albany,New York,BYOR-2640S,Robot Kits,189,5,945
2021-01-15,2028,Jacksonville,Florida,BYOD-100,Drone Kits,54,5,270
2021-01-15,1342,Columbus,Mississippi,Cat Robot Blueprint,Blueprints,4.99,5,24.950000000000003
2021-01-16,1902,Salt Lake City,Utah,Building Your First Robot,eBooks,24.95,4,99.8
2021-01-16,1052,Irvine,California,Polar Robots,eBooks,23.99,2,47.98
2021-01-16,139,Indianapolis,Indiana,Drone Video Techniques,Training Videos,37.99,1,37.99
2021-01-16,463,Plano,Texas,Hexacopter Drone Blueprint,Blueprints,8.99,4,35.96
2021-01-16,2045,Santa Fe,New Mexico,BYOD-220,Drone Kits,69,1,69
2021-01-16,521,Morgantown,West Virginia,RXW-9807 Robot,Robots,599,1,599
2021-01-16,758,Riverside,California,BYOD-300,Drone Kits,89,6,534
2021-01-17,1604,Oklahoma City,Oklahoma,Sleepy Eye Blueprint,Blueprints,11.99,1,11.99
2021-01-17,865,Sacramento,California,Aerial Security,Training Videos,36.99,5,184.95000000000002
2021-01-17,2104,Greensboro,North Carolina,Delta Robots,eBooks,16.99,6,101.94
2021-01-17,213,Pasadena,California,BYOR-3000,Robot Kits,214,3,642
2021-01-17,1860,Greenville,South Carolina,Virtual Reality Basics,Training Videos,29.99,3,89.97
2021-01-17,1884,Arlington,Texas,RQTE-554 Robot,Robots,684,3,2052
2021-01-18,2047,Miami,Florida,RLK-9920 Robot,Robots,699,3,2097
2021-01-18,16,Silver Spring,Maryland,DA-SA702 Drone,Drones,399,2,798
2021-01-18,1407,Louisville,Kentucky,Virtual Reality Basics,Training Videos,29.99,2,59.98
2021-01-18,402,Jackson,Mississippi,BYOR-4005,Robot Kits,245,2,490
2021-01-18,1917,Tucson,Arizona,MICR-564K Drone,Drones,499,2,998
2021-01-19,234,Detroit,Michigan,BYOD-200,Drone Kits,58.95,4,235.8
2021-01-19,160,Syracuse,New York,DTE-QFN20 Drone,Drones,250,5,1250
2021-01-19,1425,San Diego,California,Open Source Code,Training Videos,32.95,2,65.9
2021-01-19,1716,Philadelphia,Pennsylvania,BYOD-350,Drone Kits,89.95,6,539.7
2021-01-20,1859,San Bernardino,California,Understanding Drone Regulations,Training Videos,27.5,3,82.5
2021-01-21,708,Meridian,Mississippi,Open Source Code,Training Videos,32.95,1,32.95
2021-01-21,411,Mobile,Alabama,Spherical Robots,eBooks,16.75,1,16.75
2021-01-21,35,Chicago,Illinois,AI for Educators,Training Videos,49.95,6,299.70000000000005
2021-01-21,98,Cedar Rapids,Iowa,Delivery Drones,eBooks,14.99,3,44.97
2021-01-22,1821,Manchester,New Hampshire,Drone Building Essentials,eBooks,13.99,4,55.96
2021-01-22,401,Houston,Texas,Mapping with Drones,Training Videos,49,3,147
2021-01-22,154,Chicago,Illinois,BYOD-400,Drone Kits,119,4,476
2021-01-22,1767,Baton Rouge,Louisiana,Understanding Artificial Intelligence,eBooks,19.5,6,117
2021-01-22,320,Decatur,Illinois,Multi Rotor Drones,eBooks,24.95,3,74.85
2021-01-22,1672,Portsmouth,New Hampshire,Articulated Robots,eBooks,23.99,5,119.94999999999999
2021-01-22,1809,Pittsburgh,Pennsylvania,RQTE-554 Robot,Robots,684,2,1368
2021-01-22,1489,Philadelphia,Pennsylvania,DC-304 Drone,Drones,395,4,1580
2021-01-23,1339,Longview,Texas,BYOR-2640S,Robot Kits,189,4,756
2021-01-23,1512,Bradenton,Florida,RXW-9807 Robot,Robots,599,4,2396
2021-01-23,344,Seattle,Washington,Polar Robots,eBooks,23.99,3,71.97
2021-01-23,42,Atlanta,Georgia,Building Your Own Drone,eBooks,24.99,4,99.96
2021-01-24,300,Troy,Michigan,Understanding Automation,Training Videos,44.95,2,89.9
2021-01-24,1955,Houston,Texas,BYOD-300,Drone Kits,89,2,178
2021-01-24,312,Phoenix,Arizona,DTI-84 Drone,Drones,455,4,1820
2021-01-24,766,Trenton,New Jersey,Understanding Raspberry PI,Training Videos,28.99,4,115.96
2021-01-24,502,Houston,Texas,DA-SA702 Drone,Drones,399,2,798
2021-01-24,499,Bonita Springs,Florida,DC-304 Drone,Drones,395,5,1975
2021-01-24,346,San Diego,California,BYOR-3000,Robot Kits,214,4,856
2021-01-24,535,New York City,New York,BYOD-200,Drone Kits,58.95,5,294.75
2021-01-24,607,Beaufort,South Carolina,Photograph Drones,eBooks,14.99,4,59.96
2021-01-24,537,El Paso,Texas,BYOD-300,Drone Kits,89,2,178
2021-01-24,656,Springfield,Illinois,Articulated Robots,eBooks,23.99,5,119.94999999999999
2021-01-24,1760,Honolulu,Hawaii,Panda Robot Blueprint,Blueprints,7.99,2,15.98
2021-01-24,1054,Tallahassee,Florida,Cloud Computing,Training Videos,29.99,2,59.98
2021-01-25,1360,Birmingham,Alabama,Single Rotor Drones,eBooks,14.99,1,14.99
2021-01-25,426,Oklahoma City,Oklahoma,Fixed Wing Drones,eBooks,15.5,6,93
2021-01-25,950,Dayton,Ohio,BYOD-500,Drone Kits,167,2,334
2021-01-25,1258,Los Angeles,California,BYOD-350,Drone Kits,89.95,2,179.9
2021-01-25,2029,Ventura,California,QuadroCopter Blueprint,Blueprints,10.99,3,32.97
2021-01-26,854,Tacoma,Washington,Drone Building Essentials,eBooks,13.99,2,27.98
2021-01-26,291,Norfolk,Virginia,Understanding Raspberry PI,Training Videos,28.99,3,86.97
2021-01-26,1349,Lees Summit,Missouri,Robotic Essentials,Training Videos,34.99,3,104.97
2021-01-26,60,Lansing,Michigan,BYOR-2640S,Robot Kits,189,3,567
2021-01-26,1426,New Orleans,Louisiana,BYOD-400S,Drone Kits,129.95,2,259.9
2021-01-27,1462,Louisville,Kentucky,BYOD-400S,Drone Kits,129.95,3,389.84999999999997
2021-01-27,1483,Los Angeles,California,BYOD-300,Drone Kits,89,2,178
2021-01-27,1537,Austin,Texas,RLK-9920 Robot,Robots,699,4,2796
2021-01-27,1241,Lubbock,Texas,RXW-9807 Robot,Robots,599,5,2995
2021-01-28,1885,Cincinnati,Ohio,Understanding Automation,Training Videos,44.95,4,179.8
2021-01-28,1321,San Francisco,California,Drone Video Techniques,Training Videos,37.99,4,151.96
2021-01-29,1578,Cincinnati,Ohio,DTI-84 Drone,Drones,455,3,1365
2021-01-29,1525,Buffalo,New York,BYOR-4005,Robot Kits,245,3,735
2021-01-29,827,Mobile,Alabama,QuadroCopter Blueprint,Blueprints,10.99,2,21.98
2021-01-29,1697,Des Moines,Iowa,BYOD-550,Drone Kits,179,6,1074
2021-01-29,1791,Santa Monica,California,DC-304 Drone,Drones,395,4,1580
2021-01-29,1135,Lexington,Kentucky,Articulated Robots,eBooks,23.99,2,47.98
2021-01-29,446,Dayton,Ohio,All Eyes Drone Blueprint,Blueprints,9.99,5,49.95
2021-01-29,576,Clearwater,Florida,Articulated Robots,eBooks,23.99,6,143.94
2021-01-30,385,Charleston,West Virginia,BYOD-550,Drone Kits,179,2,358
2021-01-30,1360,Birmingham,Alabama,SCARA Robots,eBooks,19.5,6,117
2021-01-30,504,Yakima,Washington,BYOD-200,Drone Kits,58.95,4,235.8
2021-01-30,347,San Francisco,California,Drone Building Essentials,eBooks,13.99,4,55.96
2021-01-30,1728,Peoria,Illinois,BYOR-1000,Robot Kits,189,2,378
2021-01-31,284,Houston,Texas,Robotic Essentials,Training Videos,34.99,6,209.94
2021-01-31,1585,Houston,Texas,Building Your Own Drone,eBooks,24.99,4,99.96
2021-01-31,617,Evansville,Indiana,Single Rotor Drones,eBooks,14.99,3,44.97
2021-01-31,579,Seattle,Washington,Cartesian Robots,eBooks,12.99,4,51.96
2021-01-31,1873,Cambridge,Massachusetts,Drone Video Techniques,Training Videos,37.99,4,151.96
2021-01-31,1791,Santa Monica,California,Industrial 3D Printing,Training Videos,49,5,245
2021-01-31,1215,Alexandria,Virginia,Cartesian Robots,eBooks,12.99,1,12.99
2021-02-01,1349,Lees Summit,Missouri,BYOR-1000,Robot Kits,189,3,567
2021-02-01,1747,Harrisburg,Pennsylvania,BYOD-200,Drone Kits,58.95,3,176.85000000000002
2021-02-01,358,Columbus,Ohio,BYOD-300,Drone Kits,89,3,267
2021-02-01,86,Reston,Virginia,Hexacopter Drone Blueprint,Blueprints,8.99,4,35.96
2021-02-02,1590,Waterloo,Iowa,Delta Robots,eBooks,16.99,3,50.97
2021-02-02,767,Houston,Texas,Cat Robot Blueprint,Blueprints,4.99,2,9.98
2021-02-02,1671,San Antonio,Texas,GPS Drones,eBooks,19.99,5,99.94999999999999
2021-02-02,1543,Corpus Christi,Texas,BYOD-220,Drone Kits,69,5,345
2021-02-03,1551,Hagerstown,Maryland,Understanding Arduino,eBooks,17.5,2,35
2021-02-03,613,San Diego,California,Building Your Own Drone,eBooks,24.99,4,99.96
2021-02-04,967,Evansville,Indiana,BYOR-4005,Robot Kits,245,3,735
2021-02-04,683,El Paso,Texas,RQTE-554 Robot,Robots,684,4,2736
2021-02-04,265,Austin,Texas,RCB-889 Robot,Robots,549,5,2745
2021-02-05,1617,Boston,Massachusetts,Bsquare Robot Blueprint,Blueprints,8.99,3,26.97
2021-02-05,1663,Phoenix,Arizona,DC-304 Drone,Drones,395,6,2370
2021-02-05,387,Los Angeles,California,BYOD-500,Drone Kits,167,5,835
2021-02-05,398,Irvine,California,DC-304 Drone,Drones,395,4,1580
2021-02-06,601,Youngstown,Ohio,Delta Robots,eBooks,16.99,2,33.98
2021-02-06,2024,Toledo,Ohio,BYOD-500,Drone Kits,167,3,501
2021-02-06,127,Albany,New York,Multi Rotor Drones,eBooks,24.95,3,74.85
2021-02-06,170,Baltimore,Maryland,Articulated Robots,eBooks,23.99,2,47.98
2021-02-06,361,Minneapolis,Minnesota,Cloud Computing,Training Videos,29.99,2,59.98
2021-02-06,1317,Washington,District of Columbia,MICR-23K Robot,Robots,899,4,3596
2021-02-07,1993,Boise,Idaho,BYOD-400S,Drone Kits,129.95,4,519.8
2021-02-07,782,Houston,Texas,SCARA Robots,eBooks,19.5,3,58.5
2021-02-07,987,Denver,Colorado,BYOR-1500,Robot Kits,189,3,567
2021-02-07,66,San Jose,California,Understanding Artificial Intelligence,eBooks,19.5,2,39
2021-02-08,1740,San Diego,California,RXW-9807 Robot,Robots,599,5,2995
2021-02-08,1180,Round Rock,Texas,Multi Rotor Drones,eBooks,24.95,5,124.75
2021-02-08,1907,Salt Lake City,Utah,Spherical Robots,eBooks,16.75,3,50.25
2021-02-08,1698,Lexington,Kentucky,BYOD-220,Drone Kits,69,1,69
2021-02-08,724,Erie,Pennsylvania,Cat Robot Blueprint,Blueprints,4.99,5,24.950000000000003
2021-02-08,556,Aurora,Colorado,BYOD-400,Drone Kits,119,3,357
2021-02-08,955,Albany,New York,Understanding 3D Printing,Training Videos,42.99,3,128.97
2021-02-08,706,San Antonio,Texas,Helicopter Drones,eBooks,20.95,3,62.849999999999994
2021-02-09,10,Rochester,New York,BYOD-550,Drone Kits,179,3,537
2021-02-09,908,San Diego,California,BYOD-220,Drone Kits,69,2,138
2021-02-09,1376,Charlotte,North Carolina,Cartesian Robots,eBooks,12.99,5,64.95
2021-02-09,1894,Tucson,Arizona,Cloud Computing,Training Videos,29.99,3,89.97
2021-02-10,81,Tampa,Florida,Helicopter Drones,eBooks,20.95,3,62.849999999999994
2021-02-10,1777,Portland,Oregon,Polar Robots,eBooks,23.99,5,119.94999999999999
2021-02-10,1496,Oakland,California,SCARA Robots,eBooks,19.5,3,58.5
2021-02-10,710,Oklahoma City,Oklahoma,RXW-9807 Robot,Robots,599,2,1198
2021-02-11,67,Galveston,Texas,Ladybug Robot Blueprint,Blueprints,12,3,36
2021-02-11,1406,Charlotte,North Carolina,All Eyes Drone Blueprint,Blueprints,9.99,3,29.97
2021-02-11,1161,Zephyrhills,Florida,BYOD-100,Drone Kits,54,3,162
2021-02-11,620,Norwalk,Connecticut,Helicopter Drones,eBooks,20.95,2,41.9
2021-02-12,2079,Chattanooga,Tennessee,Sleepy Eye Blueprint,Blueprints,11.99,5,59.95
2021-02-12,1243,Sarasota,Florida,Understanding Automation,Training Videos,44.95,5,224.75
2021-02-12,1616,Little Rock,Arkansas,GPS Drones,eBooks,19.99,2,39.98
2021-02-12,628,Davenport,Iowa,SCARA Robots,eBooks,19.5,5,97.5
2021-02-12,1981,Austin,Texas,RXW-9807 Robot,Robots,599,6,3594
2021-02-12,1928,Denver,Colorado,Cat Robot Blueprint,Blueprints,4.99,2,9.98
2021-02-13,1830,San Francisco,California,Understanding Artificial Intelligence,eBooks,19.5,4,78
2021-02-13,1194,Virginia Beach,Virginia,Polar Robots,eBooks,23.99,4,95.96
2021-02-13,852,Denver,Colorado,Building Your First Robot,eBooks,24.95,3,74.85
2021-02-13,35,Chicago,Illinois,Delivery Drones,eBooks,14.99,3,44.97
2021-02-13,818,Olympia,Washington,Ladybug Robot Blueprint,Blueprints,12,6,72
2021-02-13,688,Philadelphia,Pennsylvania,BYOR-1500,Robot Kits,189,2,378
2021-02-13,1307,Sunnyvale,California,BYOR-1000,Robot Kits,189,5,945
2021-02-13,737,Pasadena,California,Bsquare Robot Blueprint,Blueprints,8.99,5,44.95
2021-02-13,1247,Prescott,Arizona,BYOD-220,Drone Kits,69,3,207
2021-02-14,1735,Lancaster,Pennsylvania,Sleepy Eye Blueprint,Blueprints,11.99,3,35.97
2021-02-14,1489,Philadelphia,Pennsylvania,Building Your First Robot,eBooks,24.95,2,49.9
2021-02-14,399,Waterbury,Connecticut,BYOR-4005,Robot Kits,245,5,1225
2021-02-14,892,Toledo,Ohio,DTE-QFN20 Drone,Drones,250,4,1000
2021-02-14,1303,Baltimore,Maryland,DC-304 Drone,Drones,395,2,790
2021-02-15,752,Tucson,Arizona,BYOD-100,Drone Kits,54,5,270
2021-02-15,379,Battle Creek,Michigan,Robotic Essentials,Training Videos,34.99,4,139.96
2021-02-15,1277,San Jose,California,Cartesian Robots,eBooks,12.99,3,38.97
2021-02-15,1987,Charlotte,North Carolina,BYOD-500,Drone Kits,167,3,501
2021-02-15,45,Phoenix,Arizona,MICR-23K Robot,Robots,899,1,899
2021-02-15,1315,San Diego,California,Virtual Reality Basics,Training Videos,29.99,3,89.97
2021-02-15,1549,Galveston,Texas,SCARA Robots,eBooks,19.5,3,58.5
2021-02-16,971,Denver,Colorado,BYOD-300,Drone Kits,89,4,356
2021-02-16,603,Wilmington,Delaware,Ladybug Robot Blueprint,Blueprints,12,3,36
2021-02-16,571,Hot Springs National Park,Arkansas,Understanding Drone Regulations,Training Videos,27.5,2,55
2021-02-16,263,Houston,Texas,DTI-84 Drone,Drones,455,4,1820
2021-02-16,1258,Los Angeles,California,Drone Video Techniques,Training Videos,37.99,2,75.98
2021-02-16,1190,Des Moines,Iowa,BYOD-500,Drone Kits,167,3,501
2021-02-16,1472,Tampa,Florida,All Eyes Drone Blueprint,Blueprints,9.99,4,39.96
2021-02-16,211,Carol Stream,Illinois,Drone Building Essentials,eBooks,13.99,4,55.96
2021-02-17,1596,Washington,District of Columbia,RLK-9920 Robot,Robots,699,3,2097
2021-02-17,180,Lubbock,Texas,RQTE-554 Robot,Robots,684,4,2736
2021-02-18,185,Fresno,California,GPS Drones,eBooks,19.99,4,79.96
2021-02-18,628,Davenport,Iowa,BYOR-4005,Robot Kits,245,3,735
2021-02-18,2012,Orange,California,AI for Educators,Training Videos,49.95,4,199.8
2021-02-18,1043,Omaha,Nebraska,DTD-7000 Drone,Drones,450,2,900
2021-02-19,1956,Orlando,Florida,DTD-7000 Drone,Drones,450,4,1800
2021-02-19,262,Kansas City,Missouri,RQTE-554 Robot,Robots,684,3,2052
2021-02-20,1379,Houston,Texas,RQTE-554 Robot,Robots,684,4,2736
2021-02-20,134,Fullerton,California,Aerial Security,Training Videos,36.99,5,184.95000000000002
2021-02-20,1201,San Antonio,Texas,BYOD-350,Drone Kits,89.95,2,179.9
2021-02-21,1674,Whittier,California,BYOD-200,Drone Kits,58.95,3,176.85000000000002
2021-02-21,936,El Paso,Texas,Understanding Raspberry PI,Training Videos,28.99,2,57.98
2021-02-21,866,Madison,Wisconsin,Polar Robots,eBooks,23.99,5,119.94999999999999
2021-02-21,978,Prescott,Arizona,AI for Educators,Training Videos,49.95,3,149.85000000000002
2021-02-22,1552,Oklahoma City,Oklahoma,Building Your Own Drone,eBooks,24.99,3,74.97
2021-02-22,179,West Palm Beach,Florida,Delivery Drones,eBooks,14.99,3,44.97
2021-02-22,1806,Corpus Christi,Texas,Spherical Robots,eBooks,16.75,1,16.75
2021-02-22,588,New Orleans,Louisiana,Understanding Artificial Intelligence,eBooks,19.5,4,78
2021-02-22,496,Anchorage,Alaska,Fixed Wing Drones,eBooks,15.5,2,31
2021-02-22,221,Albuquerque,New Mexico,MICR-23K Robot,Robots,899,3,2697
2021-02-22,2062,Pittsburgh,Pennsylvania,BYOD-220,Drone Kits,69,2,138
2021-02-23,1630,Lubbock,Texas,BYOR-2640S,Robot Kits,189,4,756
2021-02-23,389,Brooklyn,New York,Polar Robots,eBooks,23.99,4,95.96
2021-02-23,200,Washington,District of Columbia,Industrial 3D Printing,Training Videos,49,5,245
2021-02-23,1188,Sioux Falls,South Dakota,DC-304 Drone,Drones,395,1,395
2021-02-23,1777,Portland,Oregon,Ladybug Robot Blueprint,Blueprints,12,4,48
2021-02-24,1269,Montgomery,Alabama,RLK-9920 Robot,Robots,699,3,2097
2021-02-24,2033,Duluth,Minnesota,Cat Robot Blueprint,Blueprints,4.99,4,19.96
2021-02-24,404,Madison,Wisconsin,DA-SA702 Drone,Drones,399,5,1995
2021-02-24,1103,Idaho Falls,Idaho,Cat Robot Blueprint,Blueprints,4.99,1,4.99
2021-02-24,1732,Springfield,Missouri,Spherical Robots,eBooks,16.75,3,50.25
2021-02-25,1599,San Jose,California,Understanding 3D Printing,Training Videos,42.99,3,128.97
2021-02-25,935,San Antonio,Texas,Panda Robot Blueprint,Blueprints,7.99,4,31.96
2021-02-25,964,Atlanta,Georgia,DTE-QFN20 Drone,Drones,250,2,500
2021-02-25,938,Minneapolis,Minnesota,Drone Video Techniques,Training Videos,37.99,2,75.98
2021-02-25,1034,Fort Wayne,Indiana,Ladybug Robot Blueprint,Blueprints,12,5,60
2021-02-25,1800,Saint Louis,Missouri,Panda Robot Blueprint,Blueprints,7.99,5,39.95
2021-02-26,688,Philadelphia,Pennsylvania,Drone Building Essentials,eBooks,13.99,6,83.94
2021-02-26,567,Saint Louis,Missouri,Single Rotor Drones,eBooks,14.99,3,44.97
2021-02-26,367,Bakersfield,California,DX-145 Drone,Drones,250,6,1500
2021-02-26,2024,Toledo,Ohio,DA-SA702 Drone,Drones,399,5,1995
2021-02-26,293,Jamaica,New York,Articulated Robots,eBooks,23.99,5,119.94999999999999
2021-02-27,1324,Madison,Wisconsin,Open Source Code,Training Videos,32.95,1,32.95
2021-02-27,1627,Bakersfield,California,RLK-9920 Robot,Robots,699,2,1398
2021-02-27,1181,Washington,District of Columbia,BYOR-4005,Robot Kits,245,2,490
2021-02-28,1906,Des Moines,Iowa,Understanding 3D Printing,Training Videos,42.99,3,128.97
2021-02-28,152,Alhambra,California,BYOR-1000,Robot Kits,189,4,756
2021-02-28,184,Maple Plain,Minnesota,BYOD-350,Drone Kits,89.95,4,359.8
2021-02-28,297,Nashville,Tennessee,DTI-84 Drone,Drones,455,6,2730
2021-03-01,2076,Houston,Texas,BYOD-500,Drone Kits,167,2,334
2021-03-01,307,Columbus,Georgia,Drone Video Techniques,Training Videos,37.99,3,113.97
2021-03-01,1682,Greenville,South Carolina,BYOD-500,Drone Kits,167,3,501
2021-03-01,1386,Fresno,California,BYOD-400S,Drone Kits,129.95,5,649.75
2021-03-01,1699,Toledo,Ohio,DTD-7000 Drone,Drones,450,2,900
2021-03-01,1952,Tuscaloosa,Alabama,DC-304 Drone,Drones,395,2,790
2021-03-01,2041,Evansville,Indiana,RCB-889 Robot,Robots,549,4,2196
2021-03-01,1966,Omaha,Nebraska,BYOD-300,Drone Kits,89,4,356
2021-03-01,864,Dayton,Ohio,DTI-84 Drone,Drones,455,4,1820
2021-03-02,1589,Chicago,Illinois,Sleepy Eye Blueprint,Blueprints,11.99,4,47.96
2021-03-02,2058,Pittsburgh,Pennsylvania,Aerial Security,Training Videos,36.99,4,147.96
2021-03-02,273,Carol Stream,Illinois,BYOR-3535,Robot Kits,225,3,675
