TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,TransactionDate,MonthTransaction,TransactionAmount(IDR),CustAccountBalance(IDR)
T156171,C8332167,1979-09-26,M,Surabaya,2016-09-03,March,872641.65,196668749.76
T156173,C3245437,1984-02-05,F,Jakarta,2016-09-03,March,55665.0,6206447.106
T156174,C6314012,1995-01-06,F,Jakarta,2016-09-03,March,74034.45000000001,7077734.241000001
T156175,C4629314,1988-07-02,M,Bandung,2016-09-03,March,3711.0,1039579.1295
T156176,C7630934,1995-01-11,M,Jakarta,2016-09-03,March,68096.85,942905.7240000002
T156177,C6365855,1988-08-19,M,Surabaya,2016-09-03,March,33399.0,2484386.4705000003
T156179,C8924662,1991-01-01,M,Bandung,2016-09-03,March,8720.85,2057847.8415000003
T156180,C4034534,1980-09-18,F,Jakarta,2016-09-03,March,313765.05000000005,136800231.4065
T156182,C7321018,1993-05-11,F,Jakarta,2016-09-03,March,348.834,565148.1900000001
T156183,C5435253,1981-02-22,M,Surabaya,2016-09-03,March,241215.00000000003,4898727.816000001
T156184,C5521856,1983-09-17,M,Semarang,2016-09-03,March,2777.6835,471872.205
T156185,C6515630,1992-08-08,M,Jakarta,2016-09-03,March,556.6500000000001,651.2805
T156186,C6141329,1990-09-21,F,Semarang,2016-09-03,March,388727.25,3595042.3830000004
T156188,C1778968,1989-06-24,F,Jakarta,2016-09-03,March,33213.450000000004,1355515.1145
T156190,C4222162,1981-01-02,M,Bandung,2016-09-03,March,128029.5,36497493.8835
T156192,C5122950,1977-04-25,M,Surabaya,2016-09-03,March,185550.0,8902598.080500001
T156193,C1492353,1987-02-09,F,Jakarta,2016-09-03,March,231751.95,7475575.707
T156194,C2620720,1976-10-18,M,Jakarta,2016-09-03,March,1204219.5,4015507.960500001
T156195,C5934134,1983-01-04,M,Jakarta,2016-09-03,March,355328.25,29109226.8735
T156197,C3276533,1983-06-23,M,Jakarta,2016-09-03,March,254899.31250000003,48107843.524500005
T156198,C4422056,1975-01-11,F,Makassar,2016-09-03,March,424909.5,74753317.0875
T156199,C5129922,1980-08-05,M,Surabaya,2016-09-03,March,507564.60300000006,9306469.9215
T156201,C4635672,1991-01-20,M,Bandung,2016-09-03,March,18555.0,266117.6655
T156202,C5039044,1992-10-16,M,Surabaya,2016-09-03,March,14844.0,1074045.042
T156203,C4823588,1979-09-05,M,Surabaya,2016-09-03,March,191487.6,1702955.6339999998
T156204,C7232228,1992-01-30,F,Surabaya,2016-09-03,March,231937.5,9104400.405
T156206,C5417148,1976-09-06,M,Surabaya,2016-09-03,March,54551.7,4740620.661
T156207,C8837754,1989-09-25,F,Bandung,2016-09-03,March,20493.9975,1124998.9275
T156208,C6510950,1986-09-18,M,Semarang,2016-09-03,March,21523.800000000003,639229.0275000001
T156209,C5820379,1991-02-09,F,Surabaya,2016-09-03,March,310981.80000000005,47981.3745
T156210,C6014652,1995-05-06,M,Bandung,2016-09-03,March,1378.6365,0.0
T156211,C4020635,1983-11-10,F,Bandung,2016-09-03,March,74220.0,5525304.189
T156212,C6517080,1986-11-24,M,Bandung,2016-09-03,March,843324.75,37809465.9795
T156213,C5125643,1987-03-08,M,Bandung,2016-09-03,March,253637.57250000004,110982353.52
T156214,C3140848,1985-04-16,M,Jakarta,2016-09-03,March,79786.5,30296.604000000003
T156215,C5026016,1979-09-19,F,Surabaya,2016-09-03,March,3601731.4605000005,1361144361.9435
T156216,C7621434,1993-01-04,M,Bandung,2016-09-03,March,92775.0,1268371.557
T156219,C3517836,1981-08-15,M,Jakarta,2016-09-03,March,37110.0,2593669.8540000003
T156220,C4217729,1988-01-28,F,Makassar,2016-09-03,March,46387.5,361113.699
T156221,C7124375,1993-12-29,F,Jakarta,2016-09-03,March,38965.5,10337228.004
T156222,C1227657,1988-10-14,F,Jakarta,2016-09-03,March,55665.0,77040128.0625
T156225,C1416912,1981-09-22,F,Jakarta,2016-09-03,March,212315.5875,8640547.671
T156226,C2014474,1980-05-21,F,Bandung,2016-09-03,March,148440.0,8677368.213000001
T156227,C7035136,1984-09-01,F,Bandung,2016-09-03,March,64786.638000000006,99527782.3815
T156228,C6692356,1975-04-25,M,Makassar,2016-09-03,March,59376.0,5171647.744500001
T156229,C5422741,1983-05-23,F,Surabaya,2016-09-03,March,407282.25,773153.451
T156230,C2781930,1981-01-23,M,Surabaya,2016-09-03,March,203674.52400000003,90080235.084
T156231,C6612673,1986-07-11,F,Surabaya,2016-09-03,March,138234.75,8836150.770000001
T156232,C8039773,1987-02-02,M,Jakarta,2016-09-03,March,9277.5,474156.3255
T156234,C2112657,1989-02-07,M,Surabaya,2016-09-03,March,37110.0,1118001.837
T156235,C8629368,1987-05-31,F,Bandung,2016-09-03,March,157717.5,210493.48650000003
T156237,C8339273,1984-11-05,F,Jakarta,2016-09-03,March,5195214.45,109499781.1875
T156238,C3930622,1995-07-21,F,Makassar,2016-09-03,March,100030.005,636327.0255
T156239,C7514740,1980-02-22,F,Jakarta,2016-09-03,March,122973.2625,152308.71750000003
T156242,C5115353,1984-05-27,M,Jakarta,2016-09-03,March,53067.3,711910.8180000001
T156243,C6629977,1992-12-10,F,Makassar,2016-09-03,March,125060.7,3241081.6365
T156244,C8719478,1991-02-28,M,Jakarta,2016-09-03,March,18555.0,750737.1555000001
T156245,C8034378,1979-02-10,M,Bandung,2016-09-03,March,30059.1,5347478.635500001
T156246,C4735565,1989-01-30,M,Jakarta,2016-09-03,March,519540.00000000006,624487.0800000001
T156248,C4268253,1994-01-04,M,Bandung,2016-09-03,March,1227969.9,3205788.171000001
T156249,C2516848,1988-07-31,F,Jakarta,2016-09-03,March,519540.00000000006,237938.187
T156250,C7415241,1978-11-23,F,Jakarta,2016-09-03,March,37110.0,1330888.9185
T156251,C2212666,1977-08-28,M,Surabaya,2016-09-03,March,1008278.7,3586375.3425
T156252,C5841055,1992-09-19,M,Semarang,2016-09-03,March,31172.4,3260877.966
T156253,C4430935,1995-09-27,F,Surabaya,2016-09-03,March,20224.95,9641.178
T156254,C1524759,1992-02-22,F,Bandung,2016-09-03,March,2406212.4000000004,5841796.824
T156255,C7632166,1981-12-26,F,Makassar,2016-09-03,March,296880.0,4987739.862000001
T156256,C6529829,1993-06-08,M,Jakarta,2016-09-03,March,153054.62850000002,3079859.0970000005
T156258,C7533041,1985-08-02,M,Surabaya,2016-09-03,March,148068.90000000002,8458671.561
T156259,C1523848,1977-10-31,F,Makassar,2016-09-03,March,395035.95,22761607.761000004
T156260,C7939438,1988-01-10,M,Semarang,2016-09-03,March,504696.00000000006,2971483.053
T156262,C7217136,1986-10-13,M,Jakarta,2016-09-03,March,120607.5,35692370.167500004
T156263,C4532416,1984-03-05,F,Bandung,2016-09-03,March,9091.95,13658.3355
T156264,C7386592,1985-12-22,M,Surabaya,2016-09-03,March,113185.5,11433010.2285
T156265,C1733521,1974-08-17,M,Surabaya,2016-09-03,March,35625.600000000006,4894293.171
T156267,C8418975,1977-08-01,F,Jakarta,2016-09-03,March,87004.395,14823793.605000002
T156269,C8826285,1994-06-11,M,Semarang,2016-09-03,March,1113114.45,8977647.489000002
T156270,C1929020,1994-12-11,M,Semarang,2016-09-03,March,55665.0,388252.242
T156271,C7413787,1993-03-26,M,Surabaya,2016-09-03,March,14844.0,1918703.8965
T156274,C5911232,1990-05-08,M,Surabaya,2016-09-03,March,55665.0,1710537.2070000002
T156275,C1811463,1989-03-03,F,Makassar,2016-09-03,March,392809.35,778951.8885
T156277,C2840624,1995-10-12,F,Jakarta,2016-09-03,March,100197.0,75643.16850000001
T156278,C2130044,1981-04-07,M,Surabaya,2016-09-03,March,426765.0,7201102.725000001
T156280,C5719744,1991-08-19,M,Surabaya,2016-09-03,March,8349.75,2158226.6805
T156281,C5629683,1983-09-12,F,Jakarta,2016-09-03,March,100568.1,1619016.525
T156282,C5710572,1982-04-08,M,Jakarta,2016-09-03,March,186663.3,1532908.3365000002
T156283,C4325987,1982-09-09,M,Semarang,2016-09-03,March,46758.600000000006,23305794.367500003
T156285,C5539046,1986-07-14,M,Bandung,2016-09-03,March,5380.950000000001,259033.3665
T156286,C1727418,1985-12-03,M,Makassar,2016-09-03,March,185989.7535,4111713.78
T156287,C7920744,1995-08-11,F,Surabaya,2016-09-03,March,37110.0,310835.21550000005
T156288,C2937321,1987-06-30,M,Surabaya,2016-09-03,March,37110.0,2031546.129
T156289,C4735782,1986-02-12,M,Jakarta,2016-09-03,March,57706.05,1969930.5405
T156291,C4811069,1984-10-04,M,Jakarta,2016-09-03,March,65870.25,4593145.521000001
T156292,C4913671,1991-10-16,M,Surabaya,2016-09-03,March,4082.1,1663921.4805
T156293,C2326255,1981-01-20,M,Surabaya,2016-09-03,March,98527.05,7063.888500000001
T156294,C2037917,1982-01-01,M,Jakarta,2016-09-03,March,491150.85,5866801.542
T156295,C2138130,1995-01-28,M,Jakarta,2016-09-03,March,50495.577,1029488.9205
T156297,C2317159,1984-04-06,M,Bandung,2016-09-03,March,338072.10000000003,212775083.52
T156298,C7614144,1994-03-21,F,Jakarta,2016-09-03,March,371285.5500000001,1852922.7105000005
T156301,C5776419,1988-04-12,F,Makassar,2016-09-03,March,464060.5500000001,4570024.135500001
T156302,C7352489,1986-11-03,M,Surabaya,2016-09-03,March,18555.0,36776223.3825
T156303,C1111123,1994-03-18,F,Makassar,2016-09-03,March,37110.0,2675.6310000000003
T156304,C3917960,1989-08-19,M,Jakarta,2016-09-03,March,67540.2,36739191.3135
T156305,C6926239,1981-01-20,M,Surabaya,2016-09-03,March,958922.4,7063.888500000001
T156306,C5518985,1992-02-12,F,Makassar,2016-09-03,March,126359.55,81512.115
T156307,C2383533,1983-02-15,M,Bandung,2016-09-03,March,131926.05000000002,2595315.6825
T156308,C4832384,1990-08-30,M,Bandung,2016-09-03,March,30615.750000000004,3099338.1360000004
T156309,C4144722,1995-08-06,M,Jakarta,2016-09-03,March,92775.0,389426.7735
T156311,C1514854,1976-10-09,M,Jakarta,2016-09-03,March,156975.30000000002,13835869.740000002
T156312,C4223643,1978-03-28,M,Jakarta,2016-09-03,March,92589.45,603343.6575000001
T156313,C2623261,1991-05-10,F,Jakarta,2016-09-03,March,34775.781,6461914.201500001
T156314,C4617740,1977-03-13,F,Bandung,2016-09-03,March,122277.45,12930849.615000002
T156315,C3395329,1985-10-06,M,Makassar,2016-09-03,March,51026.25,1140494.208
T156317,C8139656,1987-12-19,M,Surabaya,2016-09-03,March,12988.5,4995527.395500001
T156318,C5237443,1980-02-02,M,Surabaya,2016-09-03,March,283028.6925,1245300.27
T156319,C7636231,1987-09-25,F,Jakarta,2016-09-03,March,92775.0,22845088.5615
T156320,C5811569,1992-08-23,F,Jakarta,2016-09-03,March,272387.4,42659336.625
T156321,C8927272,1984-04-16,M,Makassar,2016-09-03,March,561940.0305000001,13618655.6325
T156323,C1321977,1988-01-14,M,Surabaya,2016-09-03,March,9277.5,875241.2055
T156324,C8041660,1989-02-20,M,Bandung,2016-09-03,March,593574.4500000001,7639288.327500001
T156325,C8319862,1983-10-02,M,Makassar,2016-09-03,March,371100.0,22722564.33
T156326,C2321140,1986-06-10,F,Jakarta,2016-09-03,March,140646.9,4938743.529
T156327,C7340689,1991-05-26,M,Jakarta,2016-09-03,March,10205.25,1065240.6945
T156330,C8810974,1975-11-15,F,Jakarta,2016-09-03,March,95001.6,10161836.8665
T156332,C3839384,1988-09-16,M,Surabaya,2016-09-03,March,20410.5,18366514.599
T156333,C6627174,1986-01-21,F,Jakarta,2016-09-03,March,463875.0,10873.23
T156335,C7733928,1987-10-30,F,Jakarta,2016-09-03,March,134338.2,14518012.771500004
T156336,C2716572,1989-06-06,M,Jakarta,2016-09-03,March,185.55,4539449.2065
T156337,C8738034,1992-03-11,M,Jakarta,2016-09-03,March,278325.0,3306905.4990000003
T156338,C3022561,1974-03-03,M,Semarang,2016-09-03,March,402457.95,6916420.782
T156339,C8836082,1982-06-02,F,Surabaya,2016-09-03,March,323413.65,39978120.57
T156340,C4917323,1991-12-13,M,Semarang,2016-09-03,March,55479.45,2794305.069
T156343,C5124444,1990-01-02,M,Surabaya,2016-09-03,March,47315.25,2118194.268
T156344,C6012767,1988-03-19,M,Surabaya,2016-09-03,March,49170.75,1334239.9515
T156346,C8622861,1978-11-23,M,Jakarta,2016-09-03,March,722902.8,9357030.441000002
T156348,C4541382,1988-02-12,M,Jakarta,2016-09-03,March,51768.45,4879263.621
T156349,C8218829,1989-10-06,M,Makassar,2016-09-03,March,30578.640000000003,3501708.8775
T156350,C2463252,1989-05-25,F,Semarang,2016-09-03,March,204661.65,2244782.0445000003
T156351,C5926176,1991-09-07,F,Makassar,2016-09-03,March,79044.3,9991251.474
T156352,C2177761,1994-03-10,M,Jakarta,2016-09-03,March,1855.5,265056.31950000004
T156354,C4234413,1987-06-13,M,Surabaya,2016-09-03,March,8349.75,2116615.2375000003
T156355,C9031836,1986-09-29,M,Jakarta,2016-09-03,March,39893.25,10691949.505500002
T156356,C7414787,1991-11-23,F,Jakarta,2016-09-03,March,608975.1000000001,140026786.3335
T156357,C6542990,1990-05-30,M,Surabaya,2016-09-03,March,62593.437,950413.0770000002
T156358,C1939737,1985-01-17,M,Makassar,2016-09-03,March,116896.5,5786187.489
T156359,C7350179,1990-11-28,M,Makassar,2016-09-03,March,10205.25,1689089.4825
T156360,C5339656,1978-04-28,M,Surabaya,2016-09-03,March,40821.0,66401423.98500001
T156361,C2239320,1991-06-17,F,Makassar,2016-09-03,March,315435.0,9785719.5945
T156362,C5314075,1975-01-03,M,Makassar,2016-09-03,March,2094302.85,110874274.35600002
T156363,C2134875,1987-06-20,M,Semarang,2016-09-03,March,55665.0,12365.052
T156364,C5041466,1991-05-26,M,Surabaya,2016-09-03,March,278325.0,437615.964
T156365,C2999676,1985-05-24,M,Bandung,2016-09-03,March,415817.5500000001,93794359.746
T156366,C4919732,1981-03-02,F,Makassar,2016-09-03,March,183694.5,11965525.740000002
T156367,C1569862,1990-07-11,M,Bandung,2016-09-03,March,60303.75000000001,9501993.234
T156368,C7511991,1990-05-18,M,Bandung,2016-09-03,March,42305.4,281316.066
T156369,C1747421,1982-01-02,M,Bandung,2016-09-03,March,55665.0,375681.2295
T156371,C5135889,1995-02-22,M,Bandung,2016-09-03,March,280690.7625,436768.0005
T156372,C7330583,1994-08-12,M,Makassar,2016-09-03,March,324712.5,2732806.377
T156373,C4839487,1992-10-31,F,Makassar,2016-09-03,March,166067.25,12009948.2655
T156375,C4142231,1990-04-26,M,Makassar,2016-09-03,March,119902.41000000002,805704.4875
T156376,C8578985,1993-01-26,F,Surabaya,2016-09-03,March,704162.25,2629382.6625
T156377,C7742716,1996-12-07,M,Jakarta,2016-09-03,March,3711.0,4620.195
T156378,C8931267,1978-03-31,M,Makassar,2016-09-03,March,53809.5,23316.213
T156380,C1438545,1987-07-01,M,Semarang,2016-09-03,March,18555.0,17706487.272
T156381,C2132722,1983-10-04,M,Jakarta,2016-09-03,March,154377.6,6550237.857
T156384,C1811349,1989-10-24,M,Makassar,2016-09-03,March,106134.6,4192671.1005
T156387,C1226235,1989-03-09,M,Jakarta,2016-09-03,March,131926.05000000002,1607091.2265
T156388,C8820525,1987-03-29,M,Bandung,2016-09-03,March,98712.6,15592076.3685
T156390,C3919043,1978-08-04,M,Jakarta,2016-09-03,March,2041050.0,5253774.03
T156391,C2625221,1980-07-15,M,Makassar,2016-09-03,March,3766479.45,97082281.6245
T156392,C6215238,1976-09-20,M,Surabaya,2016-09-03,March,538280.55,2463072.342
T156394,C2739428,1993-02-06,M,Jakarta,2016-09-03,March,5566.5,2196375.7605000003
T156395,C7340925,1987-08-05,M,Makassar,2016-09-03,March,96486.0,4638751.8555
T156396,C6317371,1980-07-08,M,Bandung,2016-09-03,March,910493.85,376742.5755
T156397,C3317247,1984-04-08,M,Jakarta,2016-09-03,March,1083612.0,27015951.9705
T156398,C4910669,1991-06-08,M,Makassar,2016-09-03,March,121535.25,8508625.332
T156399,C6029284,1995-08-28,M,Semarang,2016-09-03,March,18555.0,141556.095
T156400,C1490249,1991-06-06,F,Makassar,2016-09-03,March,135822.6,885038.2455000001
T156401,C7930825,1986-08-17,F,Bandung,2016-09-03,March,739416.75,9198897.309
T156404,C4899149,1994-01-09,M,Surabaya,2016-09-03,March,510448.0500000001,1614813.8175
T156405,C5330280,1991-11-04,M,Bandung,2016-09-03,March,121349.7,1568953.2795000002
T156406,C2920374,1985-01-31,M,Makassar,2016-09-03,March,157717.5,6068201.223
T156409,C4342330,1983-09-29,F,Bandung,2016-09-03,March,333990.0,2430883.128
T156410,C1816725,1992-10-06,F,Semarang,2016-09-03,March,157717.5,5097.0585
T156413,C9027117,1981-11-12,F,Makassar,2016-09-03,March,45088.65,6641244.5655000005
T156414,C3216431,1988-01-19,M,Bandung,2016-09-03,March,59932.65,27727291.2945
T156415,C4631980,1991-05-18,M,Jakarta,2016-09-03,March,259770.00000000003,535202.2755
T156416,C3917273,1991-11-02,M,Makassar,2016-09-03,March,16699.5,314063.7855
T156417,C4028572,1984-06-01,M,Bandung,2016-09-03,March,166438.35,35612260.8105
T156418,C5012929,1983-08-28,F,Makassar,2016-09-03,March,35254.5,8610182.4135
T156419,C4227460,1992-07-15,M,Surabaya,2016-09-03,March,37110.0,5446003.83
T156420,C6880227,1985-11-08,F,Jakarta,2016-09-03,March,86837.40000000001,2534587.023
T156421,C3043412,1988-09-21,M,Semarang,2016-09-03,March,46016.4,98307768.8655
T156422,C7911581,1985-12-12,F,Makassar,2016-09-03,March,197239.65,82211838.89400001
T156423,C3620776,1990-02-12,M,Jakarta,2016-09-03,March,59376.0,3690450.3375
T156424,C6156763,1980-01-02,M,Makassar,2016-09-03,March,227168.865,3387586.35
T156425,C3221186,1989-08-02,M,Surabaya,2016-09-03,March,126916.2,2199743.493
T156427,C9041926,1985-11-09,F,Surabaya,2016-09-03,March,605752.0965000001,3440002.3695000005
T156428,C7059114,1990-01-23,M,Makassar,2016-09-03,March,491707.50000000006,4841444.82
T156429,C5830916,1979-06-30,M,Makassar,2016-09-03,March,7978.650000000001,13550588.4705
T156430,C7634921,1997-12-13,M,Jakarta,2016-09-03,March,31914.6,963076.8645
T156431,C3814214,1977-07-05,M,Jakarta,2016-09-03,March,51026.25,440966.997
T156432,C3176381,1990-11-16,M,Jakarta,2016-09-03,March,204105.0,3180961.581
T156434,C5417789,1989-12-29,M,Jakarta,2016-09-03,March,65313.600000000006,16588752.627
T156435,C7936248,1993-11-28,F,Bandung,2016-09-03,March,37110.0,5262793.6155
T156436,C9014483,1989-11-12,M,Surabaya,2016-09-03,March,37110.0,4533066.2865
T156437,C2021939,1993-06-05,M,Jakarta,2016-09-03,March,367389.0,2754740.2425
T156438,C6132236,1993-10-08,F,Jakarta,2016-09-03,March,137307.0,3124300.1775
T156440,C7338722,1974-01-20,M,Surabaya,2016-09-03,March,46016.4,96897.92100000002
T156441,C1827731,1982-06-25,F,Semarang,2016-09-03,March,25977.0,4003749.6570000006
T156443,C8325219,1990-02-05,F,Surabaya,2016-09-03,March,119679.75,10561.506
T156444,C9019055,1982-05-11,M,Jakarta,2016-09-03,March,185550.0,4337119.920000001
T156446,C2827939,1985-06-21,M,Jakarta,2016-09-03,March,31357.95,1112362.9725
T156447,C7941750,1976-02-27,M,Jakarta,2016-09-03,March,3829.752,135212825.17949998
T156448,C3733269,1977-08-09,M,Jakarta,2016-09-03,March,137507.39400000003,8179622.916000001
T156449,C6229089,1980-04-12,F,Surabaya,2016-09-03,March,187127.175,6067483.1445
T156450,C6832545,1988-10-10,F,Jakarta,2016-09-03,March,138976.95,59473909.1685
T156451,C7670073,1982-03-17,M,Semarang,2016-09-03,March,61231.50000000001,6675734.5995
T156452,C3076879,1987-12-06,M,Bandung,2016-09-03,March,27832.5,3632089.296000001
T156453,C3746448,1988-02-25,M,Makassar,2016-09-03,March,92775.0,12975864.045
T156454,C5633545,1978-04-24,F,Bandung,2016-09-03,March,898433.1000000001,6197837.586
T156455,C7028618,1981-12-26,M,Makassar,2016-09-03,March,52325.100000000006,6912145.71
T156456,C1226236,1987-11-16,M,Jakarta,2016-09-03,March,61602.600000000006,3741673.270500001
T156457,C7323459,1982-02-17,M,Surabaya,2016-09-03,March,42676.5,2529645.8265
T156458,C2234168,1984-10-21,M,Surabaya,2016-09-03,March,337680.58950000006,25048160.821500003
T156459,C3036744,1990-01-05,M,Bandung,2016-09-03,March,129699.45,1926856.9635
T156460,C7333338,1980-03-17,F,Makassar,2016-09-03,March,947789.4,3216451.7295
T156461,C7235748,1986-12-02,F,Bandung,2016-09-03,March,371100.0,8947126.3695
T156463,C3220376,1988-05-12,M,Jakarta,2016-09-03,March,32100.15,14873691.711
T156464,C1334745,1982-08-12,M,Semarang,2016-09-03,March,37110.0,2253163.338
T156465,C7410161,1989-07-21,M,Jakarta,2016-09-03,March,20106.198,8986724.595
T156467,C1130986,1995-09-27,F,Surabaya,2016-09-03,March,111701.1,9641.178
T156469,C8622283,1989-09-17,M,Bandung,2016-09-03,March,23193.75,361475.5215
T156471,C1840562,1992-06-02,M,Surabaya,2016-09-03,March,324712.5,193083.33
T156473,C1313135,1991-05-24,M,Jakarta,2016-09-03,March,117824.25,1319369.9745
T156474,C5115724,1988-06-09,F,Surabaya,2016-09-03,March,18369.45,2939787.402
T156475,C3468583,1991-05-11,F,Bandung,2016-09-03,March,9277.5,2649859.9605
T156476,C8068623,1982-12-03,M,Semarang,2016-09-03,March,166995.0,24871.122
T156477,C2229725,1990-10-08,M,Jakarta,2016-09-03,March,649796.1000000001,2300940.6075
T156478,C8662854,1981-01-03,M,Bandung,2016-09-03,March,9277.5,1502698.941
T156479,C3814947,1984-10-14,M,Surabaya,2016-09-03,March,44160.9,11166313.647000002
T156480,C3010963,1980-10-31,M,Bandung,2016-09-03,March,24147.477,4182801.696000001
T156481,C2828147,1988-01-23,F,Jakarta,2016-09-03,March,148068.90000000002,2384987.3355
T156482,C1416258,1986-04-24,M,Jakarta,2016-09-03,March,153449.85,2246442.717
T156484,C4127887,1983-07-11,M,Bandung,2016-09-03,March,78858.75,22868623.7235
T156485,C5599778,1983-01-24,M,Surabaya,2016-09-03,March,92775.0,1260211.0680000002
T156486,C5617724,1991-06-28,M,Jakarta,2016-09-03,March,18555.0,1122905.9235
T156487,C8260878,1992-12-23,M,Jakarta,2016-09-03,March,190003.2,687420.0735
T156488,C2034219,1987-09-15,F,Jakarta,2016-09-03,March,333618.9,93010.6485
T156489,C7473540,1992-04-14,M,Bandung,2016-09-03,March,99454.8,13685765.356500002
T156491,C9017027,1978-12-27,M,Jakarta,2016-09-03,March,398746.95,35176860.3135
T156492,C6068249,1974-09-01,F,Semarang,2016-09-03,March,494305.2,61833516.975
T156493,C4919237,1988-08-25,M,Jakarta,2016-09-03,March,600254.25,17629556.3865
T156494,C1850227,1982-09-28,M,Jakarta,2016-09-03,March,8349.75,2140397.1810000003
T156495,C2528962,1993-02-19,F,Surabaya,2016-09-03,March,25791.45,5219701.4835
T156496,C8415964,1984-02-10,M,Surabaya,2016-09-03,March,100197.0,3025325.952
T156498,C7718957,1994-04-10,F,Bandung,2016-09-03,March,185178.9,6619698.4995
T156499,C6796572,1992-08-17,M,Semarang,2016-09-03,March,37666.65,423269.238
T156500,C5429559,1979-01-01,M,Jakarta,2016-09-03,March,41268.175500000005,4101361.9455
T156502,C7067832,1988-02-26,M,Bandung,2016-09-03,March,99269.25,300264.43200000003
T156503,C8837732,1992-12-22,M,Semarang,2016-09-03,March,630870.0,3015345.2175000003
T156504,C2823572,1988-03-27,M,Surabaya,2016-09-03,March,40821.0,2158490.1615000004
T156507,C1398150,1990-10-24,M,Makassar,2016-09-03,March,2323.086,78169476.282
T156509,C5844877,1994-12-12,M,Jakarta,2016-09-03,March,4453.200000000001,1069254.141
T156510,C4015070,1981-03-23,F,Surabaya,2016-09-03,March,179797.95,967350.081
T156511,C2432823,1990-01-19,M,Jakarta,2016-09-03,March,74220.0,2084169.9645
T156512,C4621057,1989-03-09,M,Surabaya,2016-09-03,March,48057.45,12639051.8295
T156513,C2280984,1994-01-05,M,Bandung,2016-09-03,March,268119.75,1427937.135
T156514,C2333860,1991-08-27,F,Surabaya,2016-09-03,March,208372.65,3726454.4595
T156516,C3524826,1981-12-09,M,Surabaya,2016-09-03,March,19297.2,15923761.8375
T156517,C3564338,1986-06-08,F,Surabaya,2016-09-03,March,129513.9,1848467.6550000005
T156518,C2618977,1993-02-07,M,Jakarta,2016-09-03,March,37750.1475,4343246.781
T156519,C7915022,1985-06-14,M,Jakarta,2016-09-03,March,593760.0,130415.673
T156520,C7025785,1985-02-09,M,Surabaya,2016-09-03,March,158615.562,51139131.198
T156521,C2895940,1994-10-09,F,Jakarta,2016-09-03,March,31543.500000000004,1183493.5650000002
T156522,C8720575,1994-03-16,F,Jakarta,2016-09-03,March,74991.888,2754884.9715
T156523,C1742538,1989-11-08,M,Semarang,2016-09-03,March,5423997.600000001,76587386.0625
T156524,C1924759,1988-03-06,F,Surabaya,2016-09-03,March,10205.25,5039.5380000000005
T156525,C1536722,1990-07-07,M,Jakarta,2016-09-03,March,341412.0,6390043.2645000005
T156526,C3541151,1990-12-29,F,Jakarta,2016-09-03,March,75518.85,1627060.1175000002
T156528,C5539790,1979-01-01,M,Makassar,2016-09-03,March,18555.0,6420430.788000001
T156529,C3483033,1991-07-25,M,Jakarta,2016-09-03,March,278510.55,1779348.4245000002
T156531,C8034384,1992-02-22,F,Surabaya,2016-09-03,March,18555.0,11900694.57
T156533,C6586969,1987-01-06,M,Bandung,2016-09-03,March,13916.25,1059236.2965000002
T156534,C7223749,1981-01-02,F,Bandung,2016-09-03,March,132668.25,2443287.1455
T156535,C9060670,1976-11-18,M,Surabaya,2016-09-03,March,101866.95,1629984.3855000003
T156536,C3316637,1994-10-25,M,Bandung,2016-09-03,March,30059.1,3308080.0305
T156537,C5829046,1990-05-03,M,Jakarta,2016-09-03,March,54737.25,1775450.019
T156538,C7549490,1978-03-05,F,Makassar,2016-09-03,March,612315.0,17348.925
T156539,C5040970,1981-09-20,F,Surabaya,2016-09-03,March,185550.0,8143299.648000001
T156541,C7114680,1990-08-28,F,Bandung,2016-09-03,March,32868.327,24960779.760000005
T156542,C7336291,1990-10-13,M,Bandung,2016-09-03,March,321001.5,2768400.4335000003
T156543,C8418417,1987-09-04,M,Surabaya,2016-09-03,March,111330.0,1267.3065
T156544,C4225411,1980-06-08,M,Bandung,2016-09-03,March,92775.0,576179.1375000001
T156546,C8457781,1975-03-24,M,Bandung,2016-09-03,March,316548.30000000005,850566.7665
T156548,C3321683,1990-01-06,M,Bandung,2016-09-03,March,1340042.1,25532772.889500003
T156549,C6934172,1975-09-25,F,Jakarta,2016-09-03,March,374811.0,29304473.716500003
T156551,C7439729,1991-09-16,M,Bandung,2016-09-03,March,92775.0,3304998.0450000004
T156552,C6332187,1990-10-16,F,Surabaya,2016-09-03,March,57149.4,1575078.285
T156553,C6534348,1987-05-12,F,Bandung,2016-09-03,March,171275.63850000003,91514512.4625
T156554,C6228278,1992-11-25,F,Bandung,2016-09-03,March,19232.257500000003,7462986.1395
T156555,C5138249,1979-10-15,M,Jakarta,2016-09-03,March,372027.75,58451.961
T156558,C3112535,1990-01-01,M,Bandung,2016-09-03,March,5566.5,13110.963
T156559,C7821918,1993-06-05,M,Jakarta,2016-09-03,March,111144.45,2754740.2425
T156560,C6910669,1994-02-27,M,Surabaya,2016-09-03,March,18555.0,1460653.3110000002
T156561,C4629685,1988-02-10,M,Bandung,2016-09-03,March,717521.8500000001,8396926.0875
T156562,C4128136,1978-02-15,F,Jakarta,2016-09-03,March,370914.45,343555922.631
T156563,C7843553,1991-09-01,M,Jakarta,2016-09-03,March,9277.5,2269.2765000000004
